"RAISON_SOCIALE";"SIRET";"SIREN";"NUM_TVA";"ADRESSE";"CODE_POSTAL";"VILLE";"PAYS";"TELEPHONE";"EMAIL_CONTACT";"SITE_WEB";"SECTEUR_ACTIVITE";"CHIFFRE_AFFAIRES";"DATE_CREATION";"ACTIF"
"Leclerc Digital SAS";"86137194974431";"861371949";"FR66861371949";"63 Rue Victor Hugo";"64000";"Pau";"France";"+33 3 53 47 98 66";"contact@leclerc.fr";"https://www.leclerc.fr";"Agroalimentaire";"39389960.03";"2011-07-27";"True"
"Maillard Conseil SAS";"25893953278390";"258939532";"FR25258939532";"7 Rue de la République";"76600";"Le Havre";"France";"+33 3 82 56 47 49";"contact@maillard.fr";"https://www.maillard.fr";"Énergie";"28425232.47";"2013-09-01";"True"
"Renard Solutions EURL";"26583006626849";"265830066";"FR54265830066";"75 Boulevard de la Marne";"06000";"Nice";"France";"+33 4 42 91 39 13";"contact@renard.fr";"https://www.renard.fr";"Télécommunications";"29203195.52";"2006-08-27";"True"
"Rousseau Consulting SA";"90042861377740";"900428613";"FR72900428613";"123 Rue de la Gare";"63000";"Clermont-Ferrand";"France";"+33 2 54 92 29 85";"contact@rousseau.fr";"https://www.rousseau.fr";"Tourisme";"15783382.11";"2016-10-16";"True"
"Deschamps Conseil EURL";"66396879673183";"663968796";"FR51663968796";"124 Rue Jean Moulin";"34000";"Montpellier";"France";"+33 4 11 95 18 53";"contact@deschamps.fr";"https://www.deschamps.fr";"Distribution";"15534483.4";"2010-01-23";"True"
"Perrot Technologies GIE";"79792860435813";"797928604";"FR36797928604";"128 Avenue de la Liberté";"49000";"Angers";"France";"+33 5 91 11 77 39";"contact@perrot.fr";"https://www.perrot.fr";"Télécommunications";"18241660.53";"2001-06-22";"True"
"Lefebvre Consulting SA";"17215301345582";"172153013";"FR11172153013";"137 Boulevard de la Marne";"76000";"Rouen";"France";"+33 5 20 17 67 82";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Tourisme";"12473800.12";"2011-06-27";"True"
"Lefèvre Industries EURL";"34517812969777";"345178129";"FR35345178129";"11 Rue de la Gare";"34000";"Montpellier";"France";"+33 3 80 45 21 34";"contact@lefevre.fr";"https://www.lefevre.fr";"Assurance";"45316434.28";"2005-12-11";"True"
"Durand Industries SARL";"36192921686765";"361929216";"FR21361929216";"149 Rue Pasteur";"64000";"Pau";"France";"+33 4 22 78 16 50";"contact@durand.fr";"https://www.durand.fr";"Assurance";"9901648.86";"2005-03-22";"True"
"Marchand Technologies SARL";"68236409787250";"682364097";"FR35682364097";"125 Rue Lafayette";"33000";"Bordeaux";"France";"+33 5 11 84 65 24";"contact@marchand.fr";"https://www.marchand.fr";"BTP";"38892053.62";"2008-09-26";"True"
"Fleury Digital SCI";"10053163342997";"100531633";"FR86100531633";"105 Rue de la Gare";"64000";"Pau";"France";"+33 3 73 90 32 52";"contact@fleury.fr";"https://www.fleury.fr";"Tourisme";"24215654.87";"2012-09-23";"False"
"Roussel Consulting SA";"36738533854714";"367385338";"FR25367385338";"144 Boulevard Gambetta";"42000";"Saint-Étienne";"France";"+33 3 90 66 24 33";"contact@roussel.fr";"https://www.roussel.fr";"Éducation";"425212.57";"2022-11-09";"True"
"Morel Technologies SARL";"91651388366625";"916513883";"FR31916513883";"78 Rue du Faubourg Saint-Honoré";"86000";"Poitiers";"France";"+33 4 53 91 97 78";"contact@morel.fr";"https://www.morel.fr";"Énergie";"9760415.68";"2004-11-16";"True"
"Bonnet Consulting SA";"42790338151945";"427903381";"FR30427903381";"136 Rue Pasteur";"64100";"Bayonne";"France";"+33 1 97 48 88 36";"contact@bonnet.fr";"https://www.bonnet.fr";"Industrie";"16255894.86";"2008-08-10";"True"
"Girard Conseil GIE";"75511482896847";"755114828";"FR94755114828";"84 Boulevard Gambetta";"44000";"Nantes";"France";"+33 4 93 86 63 44";"contact@girard.fr";"https://www.girard.fr";"Distribution";"46648892.92";"2021-03-03";"False"
"Roussel Conseil SA";"42881452353741";"428814523";"FR93428814523";"91 Rue Émile Zola";"06400";"Cannes";"France";"+33 3 67 49 64 82";"contact@roussel.fr";"https://www.roussel.fr";"Luxe";"38158492.9";"2000-04-02";"True"
"Sanchez Group SAS";"47968795094645";"479687950";"FR89479687950";"117 Rue Victor Hugo";"31000";"Toulouse";"France";"+33 3 12 35 36 94";"contact@sanchez.fr";"https://www.sanchez.fr";"Immobilier";"14810364.82";"2016-10-02";"True"
"Picard Group GIE";"44970175083147";"449701750";"FR65449701750";"52 Avenue de Verdun";"76000";"Rouen";"France";"+33 2 89 74 66 45";"contact@picard.fr";"https://www.picard.fr";"Santé";"3813902.99";"2007-03-13";"True"
"Barbier Partners EURL";"60452095916029";"604520959";"FR61604520959";"100 Chemin du Moulin";"64100";"Bayonne";"France";"+33 4 41 45 87 85";"contact@barbier.fr";"https://www.barbier.fr";"Luxe";"3059909.43";"2002-07-08";"True"
"Guérin Services SCI";"57043245947255";"570432459";"FR12570432459";"121 Rue de Rivoli";"69003";"Lyon";"France";"+33 1 51 62 29 29";"contact@guerin.fr";"https://www.guerin.fr";"Transport";"28746997.21";"2003-12-12";"True"
"Morin Consulting SCI";"91903647896598";"919036478";"FR70919036478";"143 Boulevard Gambetta";"51100";"Reims";"France";"+33 3 98 12 27 18";"contact@morin.fr";"https://www.morin.fr";"Agroalimentaire";"47864286.92";"2016-03-15";"False"
"Arnaud Industries EURL";"29771885152109";"297718851";"FR62297718851";"59 Avenue de la Liberté";"80000";"Amiens";"France";"+33 3 52 35 96 43";"contact@arnaud.fr";"https://www.arnaud.fr";"Immobilier";"30220482.88";"2001-01-14";"True"
"Adam Group SASU";"52553245173747";"525532451";"FR08525532451";"136 Avenue des Champs-Élysées";"75020";"Paris";"France";"+33 5 57 12 82 65";"contact@adam.fr";"https://www.adam.fr";"Banque & Finance";"47993434.13";"2014-09-02";"True"
"Deschamps Partners SA";"45836409593148";"458364095";"FR24458364095";"20 Avenue Foch";"13001";"Marseille";"France";"+33 1 81 24 78 30";"contact@deschamps.fr";"https://www.deschamps.fr";"Tourisme";"42330337.15";"2003-12-08";"True"
"Schmitt Industries SCI";"90735436819579";"907354368";"FR34907354368";"111 Rue Émile Zola";"64100";"Bayonne";"France";"+33 3 69 67 29 93";"contact@schmitt.fr";"https://www.schmitt.fr";"Agroalimentaire";"3743986.76";"2015-03-30";"True"
"Lecomte Group EURL";"12306776762620";"123067767";"FR70123067767";"76 Rue de la Paix";"68100";"Mulhouse";"France";"+33 5 59 12 11 38";"contact@lecomte.fr";"https://www.lecomte.fr";"Agroalimentaire";"21414767.39";"2011-08-12";"True"
"Rey Services EURL";"67162178769998";"671621787";"FR94671621787";"52 Rue Victor Hugo";"93200";"Saint-Denis";"France";"+33 5 55 83 29 34";"contact@rey.fr";"https://www.rey.fr";"Industrie";"10386594.15";"2008-02-23";"True"
"Aubert & Associés SCI";"93694225926688";"936942259";"FR74936942259";"90 Boulevard Haussmann";"45000";"Orléans";"France";"+33 3 50 39 94 36";"contact@aubert.fr";"https://www.aubert.fr";"Télécommunications";"15216182.4";"2019-01-12";"False"
"Martinez Services SARL";"12930933427997";"129309334";"FR85129309334";"32 Rue Émile Zola";"37000";"Tours";"France";"+33 4 13 66 36 58";"contact@martinez.fr";"https://www.martinez.fr";"Banque & Finance";"22395938.12";"2017-11-27";"True"
"Hamon Partners SASU";"97456209226338";"974562092";"FR73974562092";"45 Boulevard Gambetta";"13008";"Marseille";"France";"+33 5 76 25 30 36";"contact@hamon.fr";"https://www.hamon.fr";"Santé";"47040718.74";"2016-01-28";"True"
"Perrin Industries SASU";"32583738821900";"325837388";"FR11325837388";"93 Rue Pasteur";"66000";"Perpignan";"France";"+33 3 75 24 68 12";"contact@perrin.fr";"https://www.perrin.fr";"Technologie";"19063453.74";"2018-11-03";"True"
"Lefebvre Services SA";"43284033918559";"432840339";"FR71432840339";"77 Rue de la République";"29200";"Brest";"France";"+33 1 93 92 59 70";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Technologie";"47570326.3";"2012-04-27";"True"
"Morin Conseil SAS";"36735970133246";"367359701";"FR35367359701";"3 Rue de Rivoli";"68100";"Mulhouse";"France";"+33 5 29 27 98 70";"contact@morin.fr";"https://www.morin.fr";"Banque & Finance";"3152954.87";"2009-05-30";"True"
"Lacroix Services SA";"76309466464378";"763094664";"FR02763094664";"108 Boulevard Saint-Germain";"44000";"Nantes";"France";"+33 2 76 29 95 33";"contact@lacroix.fr";"https://www.lacroix.fr";"Automobile";"43965962.84";"2004-11-27";"True"
"Thomas Industries SASU";"42863459662907";"428634596";"FR20428634596";"96 Rue Pierre Curie";"93100";"Montreuil";"France";"+33 3 89 51 13 13";"contact@thomas.fr";"https://www.thomas.fr";"Agroalimentaire";"1521994.83";"2021-02-07";"True"
"Vincent & Associés SASU";"67925678559418";"679256785";"FR90679256785";"135 Boulevard Saint-Germain";"64000";"Pau";"France";"+33 2 22 11 54 38";"contact@vincent.fr";"https://www.vincent.fr";"Assurance";"21052155.64";"2002-12-22";"True"
"Marchand Group SASU";"67630644267726";"676306442";"FR20676306442";"1 Rue Lafayette";"31000";"Toulouse";"France";"+33 4 70 42 26 51";"contact@marchand.fr";"https://www.marchand.fr";"Médias";"18342578.06";"2004-04-28";"True"
"Rolland Partners GIE";"31076167026493";"310761670";"FR77310761670";"132 Rue de Rivoli";"59000";"Lille";"France";"+33 2 38 94 20 22";"contact@rolland.fr";"https://www.rolland.fr";"Luxe";"14186758.95";"2004-09-20";"True"
"Faure Solutions SARL";"45285921870574";"452859218";"FR31452859218";"134 Boulevard Gambetta";"84000";"Avignon";"France";"+33 5 44 26 51 64";"contact@faure.fr";"https://www.faure.fr";"Automobile";"33093971.23";"2001-07-14";"True"
"Robin & Associés EURL";"95276023235938";"952760232";"FR41952760232";"4 Rue de Rivoli";"34000";"Montpellier";"France";"+33 1 40 30 60 51";"contact@robin.fr";"https://www.robin.fr";"Technologie";"28647127.96";"2021-09-14";"True"
"Mercier Partners EURL";"53557073269258";"535570732";"FR37535570732";"117 Rue de la Gare";"33000";"Bordeaux";"France";"+33 3 79 66 25 45";"contact@mercier.fr";"https://www.mercier.fr";"Tourisme";"46201892.99";"2015-02-16";"False"
"Lefèvre Services SA";"96649730373878";"966497303";"FR28966497303";"141 Avenue de la Liberté";"64100";"Bayonne";"France";"+33 1 95 53 76 43";"contact@lefevre.fr";"https://www.lefevre.fr";"Assurance";"39119518.02";"2019-02-18";"True"
"Collet Technologies SARL";"34387366969956";"343873669";"FR23343873669";"31 Rue des Écoles";"69003";"Lyon";"France";"+33 3 26 54 49 67";"contact@collet.fr";"https://www.collet.fr";"Conseil";"27709597.16";"2003-09-21";"False"
"Colin Group SARL";"98049687876965";"980496878";"FR81980496878";"37 Rue Émile Zola";"67000";"Strasbourg";"France";"+33 2 12 35 55 77";"contact@colin.fr";"https://www.colin.fr";"Industrie";"28187861.87";"2023-10-19";"True"
"Aubert Consulting SA";"34741539979582";"347415399";"FR27347415399";"96 Boulevard Saint-Germain";"44000";"Nantes";"France";"+33 1 97 31 91 91";"contact@aubert.fr";"https://www.aubert.fr";"Distribution";"42177615.76";"2006-10-27";"True"
"Philippe Industries SASU";"39895268516411";"398952685";"FR93398952685";"76 Boulevard Voltaire";"63000";"Clermont-Ferrand";"France";"+33 5 63 70 69 51";"contact@philippe.fr";"https://www.philippe.fr";"Industrie";"36105227.63";"2013-06-16";"True"
"Faure Consulting EURL";"81738856850842";"817388568";"FR90817388568";"18 Avenue des Champs-Élysées";"33000";"Bordeaux";"France";"+33 4 27 28 71 30";"contact@faure.fr";"https://www.faure.fr";"Distribution";"19622789.7";"2007-02-25";"True"
"Masson Industries SCI";"36690355155928";"366903551";"FR61366903551";"58 Place de la Bastille";"13001";"Marseille";"France";"+33 2 61 25 84 96";"contact@masson.fr";"https://www.masson.fr";"Industrie";"10370971.46";"2006-05-22";"True"
"Breton & Associés SA";"78371220025373";"783712200";"FR75783712200";"80 Boulevard Gambetta";"25000";"Besançon";"France";"+33 1 90 86 70 39";"contact@breton.fr";"https://www.breton.fr";"BTP";"15011228.55";"2005-08-07";"True"
"Philippe Conseil SASU";"17559435554744";"175594355";"FR36175594355";"11 Boulevard Voltaire";"42000";"Saint-Étienne";"France";"+33 3 24 90 69 64";"contact@philippe.fr";"https://www.philippe.fr";"Énergie";"43824491.9";"2021-11-09";"True"
"François Technologies SCI";"19510448389077";"195104483";"FR38195104483";"93 Rue de la République";"54000";"Nancy";"France";"+33 4 99 65 63 17";"contact@françois.fr";"https://www.françois.fr";"Santé";"43271845.45";"2012-07-26";"True"
"Noel Solutions SA";"78747976076561";"787479760";"FR24787479760";"108 Allée des Tilleuls";"21000";"Dijon";"France";"+33 3 55 20 11 22";"contact@noel.fr";"https://www.noel.fr";"Éducation";"12212936.54";"2022-03-15";"True"
"Lemaire Solutions EURL";"21163205173945";"211632051";"FR28211632051";"145 Boulevard Voltaire";"76000";"Rouen";"France";"+33 5 76 95 58 15";"contact@lemaire.fr";"https://www.lemaire.fr";"Santé";"29558117.42";"2004-06-03";"True"
"David Industries GIE";"48729956286037";"487299562";"FR58487299562";"108 Rue Émile Zola";"86000";"Poitiers";"France";"+33 4 15 54 92 66";"contact@david.fr";"https://www.david.fr";"BTP";"28709911.63";"2023-06-13";"True"
"Sanchez Group GIE";"81840668313360";"818406683";"FR02818406683";"146 Boulevard Saint-Germain";"33000";"Bordeaux";"France";"+33 1 90 52 22 47";"contact@sanchez.fr";"https://www.sanchez.fr";"Conseil";"40114572.78";"2020-06-25";"True"
"Faure Services SA";"47836347342597";"478363473";"FR69478363473";"115 Avenue de Verdun";"42000";"Saint-Étienne";"France";"+33 1 51 68 99 91";"contact@faure.fr";"https://www.faure.fr";"Immobilier";"38453695.84";"2007-03-16";"True"
"Hamon Consulting GIE";"79609276852189";"796092768";"FR91796092768";"103 Rue Victor Hugo";"06600";"Antibes";"France";"+33 3 32 73 21 52";"contact@hamon.fr";"https://www.hamon.fr";"Automobile";"30858496.07";"2010-03-17";"True"
"Nicolas Technologies SAS";"78660607363223";"786606073";"FR00786606073";"128 Impasse des Lilas";"38000";"Grenoble";"France";"+33 2 58 35 43 72";"contact@nicolas.fr";"https://www.nicolas.fr";"Automobile";"16916362.26";"2019-08-21";"True"
"Jacquet Conseil SARL";"44656067412087";"446560674";"FR96446560674";"49 Avenue Foch";"69003";"Lyon";"France";"+33 3 74 99 92 81";"contact@jacquet.fr";"https://www.jacquet.fr";"Transport";"37862851.83";"2024-02-22";"True"
"Renaud Technologies EURL";"31326618622237";"313266186";"FR05313266186";"104 Boulevard de la Marne";"13008";"Marseille";"France";"+33 3 28 53 78 55";"contact@renaud.fr";"https://www.renaud.fr";"Luxe";"6738310.98";"2017-04-12";"True"
"Pichon Solutions GIE";"75865474184725";"758654741";"FR79758654741";"83 Rue de la République";"13008";"Marseille";"France";"+33 4 15 41 80 29";"contact@pichon.fr";"https://www.pichon.fr";"Immobilier";"1415323.54";"2010-01-25";"True"
"François Industries SARL";"57282854794920";"572828547";"FR91572828547";"38 Rue de la Paix";"33000";"Bordeaux";"France";"+33 3 41 12 88 71";"contact@françois.fr";"https://www.françois.fr";"BTP";"20784839.46";"2008-08-15";"True"
"Brun Group SCI";"77351004285426";"773510042";"FR11773510042";"67 Chemin du Moulin";"69100";"Villeurbanne";"France";"+33 3 43 65 57 56";"contact@brun.fr";"https://www.brun.fr";"Distribution";"16075720.68";"2016-01-07";"True"
"Leclerc Services SARL";"98846540642361";"988465406";"FR15988465406";"149 Rue de Rivoli";"45000";"Orléans";"France";"+33 1 74 70 78 50";"contact@leclerc.fr";"https://www.leclerc.fr";"Santé";"40381953.05";"2010-03-21";"True"
"Navarro Consulting EURL";"98162528739355";"981625287";"FR08981625287";"69 Avenue Foch";"80000";"Amiens";"France";"+33 1 68 89 66 73";"contact@navarro.fr";"https://www.navarro.fr";"Conseil";"3326422.34";"2007-09-08";"True"
"Arnaud & Associés SCI";"47323598672472";"473235986";"FR62473235986";"38 Boulevard Haussmann";"17000";"La Rochelle";"France";"+33 3 18 45 82 42";"contact@arnaud.fr";"https://www.arnaud.fr";"Technologie";"35709248.2";"2022-01-06";"True"
"Breton Group SARL";"33107368196743";"331073681";"FR31331073681";"80 Rue des Écoles";"37000";"Tours";"France";"+33 3 52 39 82 75";"contact@breton.fr";"https://www.breton.fr";"Conseil";"7297230.12";"2014-02-08";"True"
"Philippe Services SAS";"73076713625687";"730767136";"FR55730767136";"19 Rue de la Gare";"64100";"Bayonne";"France";"+33 1 77 62 30 34";"contact@philippe.fr";"https://www.philippe.fr";"Distribution";"48991119.43";"2008-01-17";"True"
"Thomas Digital EURL";"88240036025663";"882400360";"FR88882400360";"23 Rue du Faubourg Saint-Honoré";"21000";"Dijon";"France";"+33 4 83 99 97 59";"contact@thomas.fr";"https://www.thomas.fr";"Conseil";"19126406.39";"2021-04-12";"True"
"Clément Technologies SARL";"43414350156551";"434143501";"FR69434143501";"111 Rue Jean Moulin";"34000";"Montpellier";"France";"+33 3 73 21 33 43";"contact@clement.fr";"https://www.clement.fr";"Luxe";"10110303.97";"2015-10-03";"False"
"Fleury Services SAS";"58503869722324";"585038697";"FR43585038697";"66 Rue de la Paix";"25000";"Besançon";"France";"+33 5 17 81 17 97";"contact@fleury.fr";"https://www.fleury.fr";"Automobile";"4864967.11";"2000-01-29";"False"
"Leclercq & Associés SAS";"45096289160430";"450962891";"FR03450962891";"8 Avenue de Verdun";"83000";"Toulon";"France";"+33 5 82 57 18 32";"contact@leclercq.fr";"https://www.leclercq.fr";"Télécommunications";"31860439.78";"2022-05-07";"True"
"Bonnet Technologies SA";"83356009830273";"833560098";"FR33833560098";"96 Avenue Foch";"54000";"Nancy";"France";"+33 2 66 32 74 29";"contact@bonnet.fr";"https://www.bonnet.fr";"BTP";"1614049.19";"2001-09-27";"False"
"David Solutions GIE";"41292159624126";"412921596";"FR13412921596";"47 Avenue Foch";"49000";"Angers";"France";"+33 5 31 22 73 34";"contact@david.fr";"https://www.david.fr";"Industrie";"49867361.09";"2015-02-18";"False"
"Lacroix Group SCI";"94188086268711";"941880862";"FR06941880862";"142 Boulevard Haussmann";"69003";"Lyon";"France";"+33 3 41 56 28 40";"contact@lacroix.fr";"https://www.lacroix.fr";"Éducation";"9498175.26";"2018-02-18";"True"
"Durand Partners SASU";"20606461078136";"206064610";"FR38206064610";"83 Rue Pierre Curie";"13008";"Marseille";"France";"+33 5 82 83 99 78";"contact@durand.fr";"https://www.durand.fr";"Tourisme";"19769827.28";"2009-01-05";"True"
"Roux Industries SASU";"41456249192095";"414562491";"FR45414562491";"104 Rue du Commerce";"29200";"Brest";"France";"+33 4 20 72 13 72";"contact@roux.fr";"https://www.roux.fr";"Santé";"16143573.5";"2021-09-18";"True"
"Nicolas Solutions SASU";"92768608299660";"927686082";"FR24927686082";"15 Boulevard Gambetta";"78000";"Versailles";"France";"+33 1 34 21 49 85";"contact@nicolas.fr";"https://www.nicolas.fr";"Médias";"8750602.03";"2014-01-25";"True"
"Aubert & Associés SAS";"42528570760449";"425285707";"FR31425285707";"91 Rue des Écoles";"67000";"Strasbourg";"France";"+33 1 97 65 75 77";"contact@aubert.fr";"https://www.aubert.fr";"Énergie";"25486404.63";"2002-01-02";"False"
"Lefebvre Conseil SASU";"33790590551983";"337905905";"FR21337905905";"53 Rue Pasteur";"13001";"Marseille";"France";"+33 2 83 91 88 11";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Banque & Finance";"46112108.29";"2009-03-29";"False"
"Garcia & Associés SA";"35811398496454";"358113984";"FR34358113984";"46 Boulevard Voltaire";"21000";"Dijon";"France";"+33 2 57 61 15 29";"contact@garcia.fr";"https://www.garcia.fr";"Industrie";"29977706.65";"2011-08-01";"True"
